NAICS,Industry,Empl,Avg Ann Wages,LQ,Empl Change,Ann %,Total Demand,Exits,Transfers,Empl Growth,Ann % Growth
561790,Other Services to Buildings and Dwellings ,32,29256,0.37,-2,-0.009,4,2,2,0,-0.004
712110,Museums ,32,31716,0.55,-7,-0.04,4,2,2,0,0.003
238992,All other nonresidential trade contractors,31,43315,0.28,12,0.104,3,1,2,0,0
322299,All Other Converted Paper Product Manufacturing ,31,64456,3.42,31,n/a,3,1,2,0,-0.011
423840,Industrial Supplies Merchant Wholesalers,31,73799,0.56,4,0.028,3,1,2,0,-0.002
423850,Service Establishment Equipment and Supplies Merchant Wholesalers ,31,34782,1.05,-1,-0.008,3,1,2,0,-0.001
811114,Specialized Automotive Repair ,31,50791,1.21,6,0.041,3,1,2,0,-0.004
928110,National Security ,31,71492,0.11,-1,-0.003,2,1,1,0,-0.01
238161,Residential roofing contractors,30,56307,0.34,-16,-0.082,2,1,1,0,0
321992,Prefabricated Wood Building Manufacturing ,30,49501,3.13,30,n/a,3,1,2,0,-0.004
326191,Plastics Plumbing Fixture Manufacturing ,30,46392,4.02,-12,-0.063,3,1,2,0,-0.001
423140,Motor Vehicle Parts (Used) Merchant Wholesalers ,30,45526,2.64,24,0.373,3,1,2,0,-0.001
531312,Nonresidential Property Managers ,30,62520,0.32,-43,-0.163,3,1,1,0,-0.002
621310,Offices of Chiropractors ,30,39646,0.38,-2,-0.014,3,1,1,0,0
813219,Other Grantmaking and Giving Services ,30,64382,1.22,16,0.17,3,1,2,0,0
325510,Paint and Coating Manufacturing,29,46821,1.31,13,0.122,3,1,2,0,-0.003
424410,General Line Grocery Merchant Wholesalers ,29,61735,0.22,3,0.023,3,1,2,0,-0.002
488111,Air Traffic Control,29,60015,2.78,-1,-0.008,3,1,2,0,-0.001
512110,Motion Picture and Video Production ,29,26162,0.24,-5,-0.033,2,1,2,0,-0.002
541320,Landscape Architectural Services,29,20769,1.19,4,0.028,2,1,1,0,-0.003
541890,Other Services Related to Advertising ,29,57373,0.53,0,0.002,3,1,2,0,-0.003
561591,Convention and Visitors Bureaus ,29,56401,4.8,11,0.097,3,1,2,0,-0.001
624210,Community Food Services ,29,48389,1.07,-7,-0.043,3,1,2,0,0.003
113310,Logging ,28,40882,1.06,21,0.333,3,2,2,0,-0.011
321999,All Other Miscellaneous Wood Product Manufacturing ,28,47904,1.68,-20,-0.103,3,1,2,0,-0.004
424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,28,81206,0.8,-10,-0.059,3,1,2,0,-0.004
516210,"Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers",28,83671,0.23,-40,-0.163,2,1,1,0,-0.002
532283,Home Health Equipment Rental ,28,59735,1.69,1,0.007,3,1,2,0,-0.005
812332,Industrial Launderers ,28,59731,0.84,7,0.064,3,2,2,0,-0.004
457120,Other Gasoline Stations ,27,39023,0.57,26,n/a,4,2,2,-1,-0.021
524291,Claims Adjusting ,27,62792,0.69,-15,-0.083,2,1,1,0,-0.002
621391,Offices of Podiatrists ,27,42671,1.6,5,0.042,3,1,1,0,0.007
621410,Family Planning Centers ,27,51066,1.75,20,0.304,2,1,1,0,0.013
811122,Automotive Glass Replacement Shops ,27,55819,1.27,12,0.12,2,1,1,0,-0.003
812320,Drycleaning and Laundry Services (except Coin-Operated) ,27,25756,0.56,-33,-0.148,3,2,2,0,-0.003
333248,All Other Industrial Machinery Manufacturing ,26,75872,0.75,26,n/a,2,1,1,0,-0.005
424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,26,67795,0.51,26,n/a,3,1,2,0,-0.002
621491,HMO Medical Centers ,26,142043,0.22,18,0.264,2,1,1,0,0.013
238331,Residential flooring contractors,25,39693,0.47,-8,-0.056,2,1,1,0,-0.002
423510,Metal Service Centers and Other Metal Merchant Wholesalers ,25,62095,0.37,-19,-0.107,2,1,1,0,-0.002
517112,Wireless Telecommunications Carriers (except Satellite),25,91836,0.6,-27,-0.137,2,1,1,0,-0.015
561613,Armored Car Services ,25,61295,1.87,13,0.157,3,1,2,0,-0.001
541214,Payroll Services ,24,55680,0.21,-3,-0.024,2,1,1,0,-0.003
541370,Surveying and Mapping (except Geophysical) Services,24,64775,0.79,6,0.056,2,1,1,0,-0.002
561611,Investigation and Personal Background Check Services ,24,48032,0.88,13,0.18,3,1,2,0,0
711212,Racetracks ,24,13593,1.54,22,0.609,3,1,2,0,-0.001
311812,Commercial Bakeries ,23,23481,0.3,3,0.024,3,1,2,0,0
323113,Commercial Screen Printing ,23,25703,0.56,0,0.002,2,1,1,0,-0.021
531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,23,32519,0.27,-11,-0.078,2,1,1,0,-0.002
541921,"Photography Studios, Portrait ",23,35936,0.53,3,0.03,2,1,1,0,-0.002
561990,All Other Support Services,23,44334,0.19,-23,-0.13,2,1,1,0,-0.003
711211,Sports Teams and Clubs ,23,88999,0.32,10,0.118,3,1,2,0,-0.001
813211,Grantmaking Foundations ,23,98356,0.54,6,0.061,2,1,1,0,0
314120,Curtain and Linen Mills,22,38280,3.21,16,0.321,2,1,1,0,-0.017
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,22,54330,0.51,22,1.053,2,1,1,0,-0.016
532420,Office Machinery and Equipment Rental and Leasing,22,74978,4.02,22,n/a,2,1,1,0,-0.005
813212,Voluntary Health Organizations ,22,80763,1.01,-6,-0.047,2,1,1,0,0
238912,Nonresidential site preparation contractors,21,77790,0.15,-8,-0.062,2,1,1,0,0
456191,Food (Health) Supplement Retailers ,21,44922,0.66,-5,-0.044,2,1,1,0,-0.009
459130,"Sewing, Needlework, and Piece Goods Retailers ",21,16949,1.01,-17,-0.114,2,1,1,0,-0.015
485991,Special Needs Transportation ,21,30999,0.48,16,0.304,3,2,1,0,0.004
516120,Television Broadcasting Stations,21,27791,0.63,-61,-0.239,1,1,1,0,-0.011
541199,All Other Legal Services ,21,80377,0.88,20,0.792,1,1,1,0,-0.004
221210,Natural Gas Distribution ,20,104309,0.32,2,0.024,2,1,1,0,-0.009
238152,Nonresidential glass and glazing contractors,20,122686,0.83,-1,-0.014,2,1,1,0,-0.001
238332,Nonresidential flooring contractors,20,41049,1.12,9,0.14,2,1,1,0,-0.004
321912,"Cut Stock, Resawing Lumber, and Planing ",20,43849,2.94,20,n/a,2,1,1,0,-0.004
339950,Sign Manufacturing,20,29679,0.42,-2,-0.02,2,1,1,0,-0.007
484220,"Specialized Freight (except Used Goods) Trucking, Local ",20,47624,0.17,-4,-0.038,2,1,1,0,-0.002
523991,"Trust, Fiduciary, and Custody Activities ",20,67387,1.59,0,-0.002,1,1,1,0,0
531320,Offices of Real Estate Appraisers ,20,56873,1.07,-9,-0.069,2,1,1,0,-0.002
532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,20,45689,0.45,7,0.085,2,1,1,0,-0.005
337122,Nonupholstered Wood Household Furniture Manufacturing ,19,35461,1.37,8,0.107,2,1,1,0,-0.011
423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",19,43520,0.11,-10,-0.081,2,1,1,0,0
445250,Fish and Seafood Retailers ,19,26342,2.42,5,0.062,3,1,2,0,-0.007
459140,Musical Instrument and Supplies Retailers ,19,26455,1.03,-3,-0.026,2,1,1,0,-0.014
459410,Office Supplies and Stationery Retailers ,19,33044,0.6,-33,-0.181,2,1,1,0,-0.016
512131,Motion Picture Theaters (except Drive-Ins) ,19,12625,0.32,1,0.008,4,2,2,0,-0.004
541612,Human Resources Consulting Services ,19,48164,0.37,2,0.018,2,1,1,0,0.003
811198,All Other Automotive Repair and Maintenance ,19,37090,0.94,0,-0.005,2,1,1,0,-0.005
112000,Animal Production (Proprietors),18,16715,0.09,4,0.055,2,1,1,0,-0.01
611610,Fine Arts Schools ,18,29471,0.21,-2,-0.02,2,1,1,0,-0.008
711219,Other Spectator Sports ,18,18002,0.46,1,0.016,2,1,1,0,-0.001
721199,All Other Traveler Accommodation ,18,25345,1.53,18,n/a,3,1,1,0,-0.001
524292,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds ,17,59039,0.14,-30,-0.184,1,1,1,0,-0.002
531130,Lessors of Miniwarehouses and Self-Storage Units ,17,50954,0.52,-20,-0.143,2,1,1,0,-0.002
712190,Nature Parks and Other Similar Institutions,17,54821,0.44,4,0.06,2,1,1,0,0.003
237990,Other Heavy and Civil Engineering Construction ,16,70348,0.2,1,0.017,1,1,1,0,-0.001
238142,Nonresidential masonry contractors,16,35286,0.44,5,0.083,1,1,1,0,-0.002
315210,Cut and Sew Apparel Contractors ,16,5994,1.04,6,0.104,2,1,1,0,-0.009
339113,Surgical Appliance and Supplies Manufacturing ,16,69478,0.3,13,0.442,2,1,1,0,-0.001
423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers ,16,53609,0.17,-56,-0.262,2,1,1,0,-0.001
238111,Residential poured foundation contractors,15,66490,0.19,3,0.042,1,0,1,0,0.001
325611,Soap and Other Detergent Manufacturing ,15,53937,0.91,2,0.024,1,1,1,0,-0.003
331110,Iron and Steel Mills and Ferroalloy Manufacturing ,15,88448,0.35,15,n/a,1,1,1,0,-0.004
335312,Motor and Generator Manufacturing ,15,68091,0.8,-25,-0.178,1,1,1,0,-0.001
339999,All Other Miscellaneous Manufacturing ,15,46745,0.36,13,0.522,1,1,1,0,-0.007
541810,Advertising Agencies,15,61135,0.12,5,0.088,1,1,1,0,-0.001
562119,Other Waste Collection ,15,63415,1.58,0,-0.004,2,1,1,0,0
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",15,42435,0.71,-3,-0.034,1,1,1,0,0
812310,Coin-Operated Laundries and Drycleaners ,15,17586,0.69,-6,-0.063,2,1,1,0,-0.003
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",15,37921,0.26,-5,-0.054,1,1,1,0,-0.004
111000,Crop Production (Proprietors),14,16963,0.1,-6,-0.067,1,1,1,0,-0.007
111419,Other Food Crops Grown Under Cover ,14,34201,0.69,14,n/a,2,1,1,0,-0.003
238312,Nonresidential drywall contractors,14,113757,0.2,-6,-0.074,1,0,1,0,-0.002
238322,Nonresidential painting contractors,14,38780,0.31,-18,-0.155,1,0,1,0,-0.002
424210,Drugs and Druggists' Sundries Merchant Wholesalers ,14,115389,0.1,3,0.05,1,0,1,0,-0.002
424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",14,46455,0.52,4,0.084,1,1,1,0,-0.005
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",14,88890,0.05,9,0.267,1,0,1,0,0.003
561510,Travel Agencies,14,37327,0.29,5,0.085,1,1,1,0,-0.002
811490,Other Personal and Household Goods Repair and Maintenance ,14,31020,0.39,-5,-0.055,1,1,1,0,-0.004
812191,Diet and Weight Reducing Centers ,14,28278,1.82,-4,-0.049,2,1,1,0,0.001
238191,Other residential exterior contractors,13,71486,0.77,8,0.246,1,0,1,0,0
238391,Other residential finishing contractors,13,49745,0.48,-15,-0.142,1,0,1,0,-0.003
424470,Meat and Meat Product Merchant Wholesalers ,13,60244,0.52,3,0.045,1,1,1,0,-0.002
424910,Farm Supplies Merchant Wholesalers ,13,46901,0.21,6,0.139,1,1,1,0,-0.005
445298,All Other Specialty Food Retailers ,13,20511,0.27,0,-0.001,2,1,1,0,-0.012
513210,Software Publishers,13,84944,0.04,-33,-0.22,1,0,1,0,0.01
561499,All Other Business Support Services ,13,69982,0.25,2,0.03,1,1,1,0,-0.009
561622,Locksmiths ,13,23840,0.88,-1,-0.014,1,0,1,0,-0.001
926120,Regulation and Administration of Transportation Programs ,13,73931,0.08,4,0.067,1,0,1,0,-0.011
321911,Wood Window and Door Manufacturing ,12,48399,0.4,-41,-0.261,1,0,1,0,-0.004
325314,Fertilizer (Mixing Only) Manufacturing ,12,41774,3.05,12,n/a,1,0,1,0,-0.003
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,12,42648,0.54,8,0.245,1,0,1,0,-0.003
339940,Office Supplies (except Paper) Manufacturing,12,46703,2.22,11,n/a,1,0,1,0,-0.007
423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers ,12,58697,0.35,1,0.016,1,0,1,0,-0.003
424710,Petroleum Bulk Stations and Terminals ,12,75850,0.69,-1,-0.013,1,1,1,0,-0.004
485510,Charter Bus Industry,12,42475,1.03,-32,-0.226,1,1,1,0,-0.002
541820,Public Relations Agencies,12,87859,0.29,3,0.05,1,0,1,0,-0.002
711110,Theater Companies and Dinner Theaters ,12,22660,0.28,2,0.046,1,1,1,0,-0.002
711130,Musical Groups and Artists ,12,27157,0.44,3,0.056,1,1,1,0,-0.002
811420,Reupholstery and Furniture Repair,12,34904,1.36,0,0.004,1,1,1,0,-0.002
926140,Regulation of Agricultural Marketing and Commodities ,12,53116,0.28,2,0.038,1,0,1,0,-0.007
321918,Other Millwork (including Flooring) ,11,64374,0.65,-15,-0.156,1,0,1,0,-0.004
423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,11,96329,0.52,11,n/a,1,0,1,0,-0.001
517121,Telecommunications Resellers,11,88500,0.57,0,0.007,1,0,1,0,-0.015
541922,Commercial Photography ,11,37119,0.61,1,0.03,1,0,1,0,-0.002
551112,Offices of Other Holding Companies ,11,77553,0.24,-209,-0.45,1,0,1,0,-0.001
611430,Professional and Management Development Training ,11,33576,0.25,2,0.047,1,0,1,0,-0.004
713930,Marinas,11,32996,0.51,2,0.038,2,1,1,0,0.001
811412,Appliance Repair and Maintenance ,11,31768,0.7,-7,-0.09,1,1,1,0,-0.001
238141,Residential masonry contractors,10,54450,0.19,-10,-0.132,1,0,0,0,0.002
238341,Residential tile and terrazzo contractors,10,26024,0.3,-1,-0.021,1,0,0,0,-0.001
333912,Air and Gas Compressor Manufacturing ,10,77561,1.05,-16,-0.169,1,0,1,0,-0.005
423390,Other Construction Material Merchant Wholesalers ,10,89279,0.53,-7,-0.104,1,0,1,0,-0.002
424590,Other Farm Product Raw Material Merchant Wholesalers ,10,42243,1.17,10,n/a,1,0,1,0,-0.005
624229,Other Community Housing Services ,10,56339,0.36,7,0.265,1,0,1,0,0.003
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",10,17484,0.97,-22,-0.213,1,1,1,0,-0.012
112390,Other Poultry Production ,9,33930,7.74,6,0.306,1,1,1,0,-0.009
114210,Hunting and Trapping,9,31381,2.43,8,n/a,1,0,1,0,-0.006
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing ",9,62747,1.26,7,0.295,1,0,1,0,-0.004
488490,Other Support Activities for Road Transportation ,9,47470,0.32,1,0.023,1,0,1,0,-0.001
513110,Newspaper Publishers ,9,46301,0.2,-14,-0.173,1,0,0,0,-0.026
522220,Sales Financing ,9,62472,0.2,-7,-0.114,1,0,0,0,-0.006
524114,Direct Health and Medical Insurance Carriers ,9,61062,0.04,-1,-0.014,1,0,0,0,-0.001
541490,Other Specialized Design Services,9,55039,0.62,4,0.145,1,0,0,0,-0.003
541618,Other Management Consulting Services ,9,49528,0.12,6,0.215,1,0,0,0,0.001
541690,Other Scientific and Technical Consulting Services,9,51364,0.07,0,0,1,0,0,0,0
561492,Court Reporting and Stenotype Services ,9,58821,0.69,-4,-0.071,1,0,1,0,-0.009
562112,Hazardous Waste Collection ,9,108899,1.38,4,0.108,1,0,1,0,0
611699,All Other Miscellaneous Schools and Instruction ,9,31871,0.16,1,0.014,1,1,1,0,-0.01
313320,Fabric Coating Mills,8,61887,2.68,1,0.041,1,0,0,0,-0.016
325211,Plastics Material and Resin Manufacturing ,8,60853,0.25,0,0.004,1,0,0,0,-0.003
333922,Conveyor and Conveying Equipment Manufacturing ,8,65175,0.45,8,n/a,1,0,0,0,-0.005
424120,Stationery and Office Supplies Merchant Wholesalers ,8,38079,0.43,-2,-0.033,1,0,1,0,-0.005
486110,Pipeline Transportation of Crude Oil,8,109281,1.23,0,-0.002,1,0,0,0,-0.002
512230,Music Publishers,8,83489,1.88,7,0.456,1,0,0,0,-0.002
513120,Periodical Publishers ,8,71354,0.23,3,0.11,1,0,0,0,-0.006
532310,General Rental Centers,8,37233,0.49,-5,-0.086,1,0,0,0,-0.005
562212,Solid Waste Landfill ,8,68036,0.28,-17,-0.21,1,0,0,0,-0.002
562219,Other Nonhazardous Waste Treatment and Disposal ,8,84314,0.58,-6,-0.108,1,0,0,0,-0.002
926110,Administration of General Economic Programs ,8,88616,0.16,-57,-0.35,1,0,0,0,-0.004
115112,"Soil Preparation, Planting, and Cultivating ",7,50116,0.37,2,0.055,1,0,1,0,-0.007
236117,New Housing For-Sale Builders ,7,36211,0.17,-4,-0.096,1,0,0,0,0.001
238131,Residential framing contractors,7,53988,0.16,-2,-0.04,1,0,0,0,0.003
311920,Coffee and Tea Manufacturing ,7,38819,0.4,5,0.417,1,0,0,0,0.002
332111,Iron and Steel Forging ,7,60766,0.67,-14,-0.2,1,0,0,0,-0.016
441210,Recreational Vehicle Dealers ,7,63505,0.25,-11,-0.178,1,0,0,0,-0.001
493120,Refrigerated Warehousing and Storage,7,56375,0.19,-24,-0.257,1,0,0,0,-0.004
513199,All Other Publishers ,7,102303,0.34,6,0.537,1,0,0,0,-0.006
519290,Web Search Portals and All Other Information Services,7,173272,0.09,4,0.144,1,0,0,0,0.004
522292,Real Estate Credit ,7,51406,0.08,2,0.076,1,0,0,0,-0.007
522390,Other Activities Related to Credit Intermediation ,7,71629,0.18,5,0.387,1,0,0,0,-0.004
561920,Convention and Trade Show Organizers,7,19161,0.2,-3,-0.063,1,0,0,0,-0.004
712120,Historical Sites,7,17390,0.81,4,0.191,1,0,0,0,0.003
237210,Land Subdivision ,6,102763,0.31,0,0.006,1,0,0,0,-0.004
486910,Pipeline Transportation of Refined Petroleum Products,6,96589,2.04,0,0.006,1,0,0,0,-0.004
522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",6,94563,0.09,-24,-0.274,0,0,0,0,-0.003
541380,Testing Laboratories and Services,6,31097,0.07,-1,-0.029,1,0,0,0,-0.001
541614,"Process, Physical Distribution, and Logistics Consulting Services ",6,47994,0.07,-3,-0.069,1,0,0,0,0.002
562910,Remediation Services ,6,52050,0.12,6,n/a,1,0,0,0,0
721191,Bed-and-Breakfast Inns ,6,19395,0.68,-5,-0.111,1,0,0,0,-0.002
813920,Professional Organizations ,6,68372,0.12,-12,-0.205,1,0,0,0,-0.004
238171,Residential siding contractors,5,54450,0.2,0,0.001,0,0,0,0,0.003
238352,Nonresidential finish carpentry contractors,5,25613,0.23,-2,-0.074,0,0,0,0,-0.001
312140,Distilleries ,5,51623,0.37,5,n/a,1,0,0,0,0.005
315990,Apparel Accessories and Other Apparel Manufacturing ,5,5994,0.66,3,0.21,1,0,0,0,-0.01
339995,Burial Casket Manufacturing ,5,40493,2.99,5,n/a,0,0,0,0,-0.007
423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers ",5,74336,0.27,5,n/a,0,0,0,0,-0.002
449122,Window Treatment Retailers ,5,35628,0.66,4,0.411,1,0,0,0,-0.012
523910,Miscellaneous Intermediation ,5,137067,0.24,1,0.025,0,0,0,0,-0.002
524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",5,61356,0.35,5,n/a,0,0,0,0,-0.003
541910,Marketing Research and Public Opinion Polling,5,35865,0.12,3,0.295,0,0,0,0,0
611692,Automobile Driving Schools ,5,27147,0.38,1,0.041,1,0,0,0,-0.005
111335,Tree Nut Farming ,4,39670,0.41,-1,-0.029,0,0,0,0,-0.003
112111,Beef Cattle Ranching and Farming ,4,33104,0.16,4,n/a,0,0,0,0,-0.009
238122,Nonresidential structural steel contractors,4,121460,0.1,3,n/a,0,0,0,0,-0.001
445240,Meat Retailers ,4,27460,0.11,3,n/a,1,0,0,0,-0.008
486210,Pipeline Transportation of Natural Gas,4,116904,0.21,-4,-0.138,0,0,0,0,0
512240,Sound Recording Studios,4,13222,0.59,-1,-0.028,0,0,0,0,-0.004
522310,Mortgage and Nonmortgage Loan Brokers ,4,81551,0.09,2,0.118,0,0,0,0,-0.004
524298,All Other Insurance Related Activities ,4,34296,0.07,-1,-0.061,0,0,0,0,-0.005
561910,Packaging and Labeling Services,4,37025,0.14,-22,-0.3,0,0,0,0,-0.003
624230,Emergency and Other Relief Services ,4,67211,0.23,-6,-0.159,0,0,0,0,0.003
111998,All Other Miscellaneous Crop Farming ,3,31580,0.14,0,0.005,0,0,0,0,-0.003
115210,Support Activities for Animal Production,3,5738,0.13,1,0.038,0,0,0,0,-0.005
238151,Residential glass and glazing contractors,3,54450,0.15,-12,-0.284,0,0,0,0,0.003
238291,Other residential equipment contractors,3,83278,0.19,0,0.022,0,0,0,0,-0.002
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",3,80445,0.21,-14,-0.295,0,0,0,0,-0.016
333991,Power-Driven Handtool Manufacturing ,3,66568,0.64,-11,-0.253,0,0,0,0,-0.005
334112,Computer Storage Device Manufacturing ,3,133468,0.51,-1,-0.046,0,0,0,0,-0.004
423410,Photographic Equipment and Supplies Merchant Wholesalers ,3,87754,0.55,3,n/a,0,0,0,0,0
423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers ",3,38542,0.13,-1,-0.06,0,0,0,0,-0.019
424350,Clothing and Clothing Accessories Merchant Wholesalers,3,13861,0.05,-1,-0.046,0,0,0,0,-0.01
493190,Other Warehousing and Storage,3,55706,0.1,1,0.096,0,0,0,0,-0.004
523210,Securities and Commodity Exchanges,3,24607,0.53,3,n/a,0,0,0,0,-0.006
541350,Building Inspection Services,3,49470,0.19,0,0.013,0,0,0,0,-0.003
541519,Other Computer Related Services,3,62415,0.04,1,0.09,0,0,0,0,-0.003
541930,Translation and Interpretation Services,3,21470,0.12,0,0.011,0,0,0,0,-0.001
561421,Telephone Answering Services ,3,10123,0.15,-91,-0.5,0,0,0,0,-0.009
561431,Private Mail Centers ,3,29963,0.15,2,0.157,0,0,0,0,-0.009
711120,Dance Companies ,3,16607,0.3,2,0.229,0,0,0,0,-0.002
813311,Human Rights Organizations ,3,52197,0.1,-80,-0.487,0,0,0,0,0.001
114111,Finfish Fishing ,2,29651,0.31,1,0.19,0,0,0,0,-0.009
236116,New Multifamily Housing Construction (except For-Sale Builders) ,2,36211,0.08,0,-0.034,0,0,0,0,0.001
238112,Nonresidential poured foundation contractors,2,54450,0.02,-7,-0.284,0,0,0,0,0.001
238342,Nonresidential tile and terrazzo contractors,2,25850,0.2,-4,-0.214,0,0,0,0,-0.001
313310,Textile and Fabric Finishing Mills ,2,44512,0.3,0,-0.009,0,0,0,0,-0.016
325180,Other Basic Inorganic Chemical Manufacturing ,2,64409,0.11,1,0.179,0,0,0,0,-0.003
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,2,57328,0.2,1,0.156,0,0,0,0,-0.003
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",2,70287,0.33,-23,-0.395,0,0,0,0,-0.005
339910,Jewelry and Silverware Manufacturing ,2,7265,0.11,0,0.019,0,0,0,0,-0.008
339992,Musical Instrument Manufacturing ,2,28024,0.34,2,n/a,0,0,0,0,-0.007
445291,Baked Goods Retailers ,2,10958,0.13,1,0.122,0,0,0,0,-0.02
445292,Confectionery and Nut Retailers ,2,10958,0.16,1,0.17,0,0,0,0,-0.02
512191,Teleproduction and Other Postproduction Services ,2,16104,0.15,0,0.051,0,0,0,0,-0.007
512250,Record Production and Distribution,2,42828,0.38,0,0.026,0,0,0,0,-0.004
513130,Book Publishers ,2,66127,0.08,-14,-0.333,0,0,0,0,-0.006
517810,All Other Telecommunications ,2,116176,0.07,-2,-0.136,0,0,0,0,-0.014
532281,Formal Wear and Costume Rental,2,33018,0.87,-9,-0.273,0,0,0,0,-0.005
541191,Title Abstract and Settlement Offices ,2,129291,0.07,-9,-0.282,0,0,0,0,-0.002
541420,Industrial Design Services,2,51347,0.15,0,0.01,0,0,0,0,-0.005
541860,Direct Mail Advertising,2,46378,0.11,-10,-0.315,0,0,0,0,-0.002
541870,Advertising Material Distribution Services,2,43616,0.21,2,n/a,0,0,0,0,-0.002
561520,Tour Operators,2,29984,0.11,0,0.032,0,0,0,0,-0.004
611420,Computer Training ,2,33055,0.15,0,-0.028,0,0,0,0,-0.004
611513,Apprenticeship Training ,2,39546,0.21,-13,-0.316,0,0,0,0,-0.005
711190,Other Performing Arts Companies ,2,23234,0.31,1,n/a,0,0,0,0,-0.002
812921,Photofinishing Laboratories (except One-Hour) ,2,12844,0.63,1,0.195,0,0,0,0,0.004
923140,Administration of Veterans' Affairs ,2,39754,0.04,1,0.089,0,0,0,0,-0.005
114112,Shellfish Fishing ,1,29651,0.32,1,0.19,0,0,0,0,-0.009
115113,"Crop Harvesting, Primarily by Machine ",1,18886,0.08,0,n/a,0,0,0,0,-0.01
115114,Postharvest Crop Activities (except Cotton Ginning) ,1,18886,0.02,1,n/a,0,0,0,0,-0.01
115115,Farm Labor Contractors and Crew Leaders ,1,18886,0.01,1,n/a,0,0,0,0,-0.01
115116,Farm Management Services ,1,18886,0.09,1,n/a,0,0,0,0,-0.01
213112,Support Activities for Oil and Gas Operations ,1,337499,0,0,n/a,0,0,0,0,0.013
238121,Residential structural steel contractors,1,54450,0.14,0,0.008,0,0,0,0,0.003
238132,Nonresidential framing contractors,1,54450,0.1,0,-0.052,0,0,0,0,0.003
238172,Nonresidential siding contractors,1,54450,0.22,0,-0.043,0,0,0,0,0.003
238192,Other nonresidential exterior contractors,1,54450,0.03,0,-0.049,0,0,0,0,0.003
238392,Other nonresidential finishing contractors,1,25613,0.04,0,-0.063,0,0,0,0,-0.001
311119,Other Animal Food Manufacturing ,1,4865,0.04,-1,-0.184,0,0,0,0,-0.002
311352,Confectionery Manufacturing from Purchased Chocolate ,1,3979,0.07,1,0.163,0,0,0,0,-0.011
311611,Animal (except Poultry) Slaughtering ,1,25840,0.02,1,0.13,0,0,0,0,-0.022
311612,Meat Processed from Carcasses ,1,25840,0.02,1,0.188,0,0,0,0,-0.022
311710,Seafood Product Preparation and Packaging,1,9733,0.06,0,0.12,0,0,0,0,-0.019
311991,Perishable Prepared Food Manufacturing ,1,64559,0.02,0,-0.049,0,0,0,0,-0.003
311999,All Other Miscellaneous Food Manufacturing ,1,64559,0.03,0,-0.057,0,0,0,0,-0.003
312130,Wineries ,1,5265,0.01,0,n/a,0,0,0,0,-0.004
315120,Apparel Knitting Mills,1,5994,0.22,0,n/a,0,0,0,0,-0.023
316990,Other Leather and Allied Product Manufacturing ,1,22118,0.07,0,-0.016,0,0,0,0,-0.008
323120,Support Activities for Printing,1,12311,0.09,0,-0.001,0,0,0,0,-0.013
324110,Petroleum Refineries,1,129775,0.02,1,n/a,0,0,0,0,-0.009
325311,Nitrogenous Fertilizer Manufacturing ,1,31846,0.15,1,n/a,0,0,0,0,-0.003
325320,Pesticide and Other Agricultural Chemical Manufacturing,1,31846,0.11,1,n/a,0,0,0,0,-0.003
325520,Adhesive Manufacturing,1,5472,0.04,0,n/a,0,0,0,0,-0.003
325620,Toilet Preparation Manufacturing,1,5761,0.05,-1,-0.119,0,0,0,0,-0.003
332323,Ornamental and Architectural Metal Work Manufacturing ,1,29990,0.02,0,n/a,0,0,0,0,0.007
332618,Other Fabricated Wire Product Manufacturing ,1,50772,0.11,-3,-0.217,0,0,0,0,-0.015
333992,Welding and Soldering Equipment Manufacturing ,1,59309,0.17,1,n/a,0,0,0,0,-0.005
336211,Motor Vehicle Body Manufacturing ,1,14627,0.02,0,n/a,0,0,0,0,0.006
336212,Truck Trailer Manufacturing ,1,14627,0.03,0,n/a,0,0,0,0,0.006
